Hero1, Hero2, Win, Loss, Draw, Games, Win%
,,0,0,0,0,-
,"Viserai, Rune Blood",0,0,0,0,-
,"Lexi, Livewire",0,0,0,0,-
,"Riptide, Lurker of the Deep",0,0,0,0,-
,Dorinthea Ironsong,0,0,0,0,-
,"Kano, Dracai of Aether",0,0,0,0,-
,"Oldhim, Grandfather of Eternity",0,0,0,0,-
,"Dash, Inventor Extraordinaire",0,0,0,0,-
,"Arakni, Huntsman",0,0,0,0,-
,"Uzuri, Switchblade",0,0,0,0,-
,"Katsu, the Wanderer",0,0,0,0,-
,"Iyslander, Stormbind",0,0,0,0,-
,"Briar, Warden of Thorns",0,0,0,0,-
,"Rhinar, Reckless Rampage",0,0,0,0,-
,"Bravo, Showstopper",0,0,0,0,-
,"Azalea, Ace in the Hole",0,0,0,0,-
,"Ser Boltyn, Breaker of Dawn",0,0,0,0,-
,"Fai, Rising Rebellion",0,0,0,0,-
,"Dromai, Ash Artist",0,0,0,0,-
,"Levia, Shadowborn Abomination",0,0,0,0,-
,TOTAL,0,-,-,0,-
"Viserai, Rune Blood",,0,0,0,0,-
"Viserai, Rune Blood","Viserai, Rune Blood",0,0,0,0,-
"Viserai, Rune Blood","Lexi, Livewire",0,0,0,0,-
"Viserai, Rune Blood","Riptide, Lurker of the Deep",0,0,0,0,-
"Viserai, Rune Blood",Dorinthea Ironsong,0,0,0,0,-
"Viserai, Rune Blood","Kano, Dracai of Aether",0,0,0,0,-
"Viserai, Rune Blood","Oldhim, Grandfather of Eternity",0,0,0,0,-
"Viserai, Rune Blood","Dash, Inventor Extraordinaire",0,0,0,0,-
"Viserai, Rune Blood","Arakni, Huntsman",0,0,0,0,-
"Viserai, Rune Blood","Uzuri, Switchblade",0,0,0,0,-
"Viserai, Rune Blood","Katsu, the Wanderer",0,0,0,0,-
"Viserai, Rune Blood","Iyslander, Stormbind",0,0,0,0,-
"Viserai, Rune Blood","Briar, Warden of Thorns",0,1,0,1,0.00%
"Viserai, Rune Blood","Rhinar, Reckless Rampage",0,0,0,0,-
"Viserai, Rune Blood","Bravo, Showstopper",0,0,0,0,-
"Viserai, Rune Blood","Azalea, Ace in the Hole",0,1,0,1,0.00%
"Viserai, Rune Blood","Ser Boltyn, Breaker of Dawn",0,0,0,0,-
"Viserai, Rune Blood","Fai, Rising Rebellion",0,0,0,0,-
"Viserai, Rune Blood","Dromai, Ash Artist",0,0,0,0,-
"Viserai, Rune Blood","Levia, Shadowborn Abomination",0,0,0,0,-
"Viserai, Rune Blood",CLEANTOTAL,0,-,-,2,0.00%
"Viserai, Rune Blood",TOTAL,0,-,-,2,0.00%
"Lexi, Livewire",,0,0,0,0,-
"Lexi, Livewire","Viserai, Rune Blood",0,0,0,0,-
"Lexi, Livewire","Lexi, Livewire",10,10,2,22,45.45%
"Lexi, Livewire","Riptide, Lurker of the Deep",0,0,0,0,-
"Lexi, Livewire",Dorinthea Ironsong,0,0,0,0,-
"Lexi, Livewire","Kano, Dracai of Aether",1,1,0,2,50.00%
"Lexi, Livewire","Oldhim, Grandfather of Eternity",7,18,2,27,25.93%
"Lexi, Livewire","Dash, Inventor Extraordinaire",1,0,0,1,100.00%
"Lexi, Livewire","Arakni, Huntsman",0,0,0,0,-
"Lexi, Livewire","Uzuri, Switchblade",2,3,0,5,40.00%
"Lexi, Livewire","Katsu, the Wanderer",6,5,0,11,54.55%
"Lexi, Livewire","Iyslander, Stormbind",1,0,0,1,100.00%
"Lexi, Livewire","Briar, Warden of Thorns",4,2,0,6,66.67%
"Lexi, Livewire","Rhinar, Reckless Rampage",2,0,0,2,100.00%
"Lexi, Livewire","Bravo, Showstopper",4,2,0,6,66.67%
"Lexi, Livewire","Azalea, Ace in the Hole",1,8,0,9,11.11%
"Lexi, Livewire","Ser Boltyn, Breaker of Dawn",0,0,0,0,-
"Lexi, Livewire","Fai, Rising Rebellion",2,0,0,2,100.00%
"Lexi, Livewire","Dromai, Ash Artist",7,5,0,12,58.33%
"Lexi, Livewire","Levia, Shadowborn Abomination",0,0,0,0,-
"Lexi, Livewire",CLEANTOTAL,38,-,-,84,45.24%
"Lexi, Livewire",TOTAL,48,-,-,106,45.28%
"Riptide, Lurker of the Deep",,0,0,0,0,-
"Riptide, Lurker of the Deep","Viserai, Rune Blood",0,0,0,0,-
"Riptide, Lurker of the Deep","Lexi, Livewire",0,0,0,0,-
"Riptide, Lurker of the Deep","Riptide, Lurker of the Deep",0,0,0,0,-
"Riptide, Lurker of the Deep",Dorinthea Ironsong,0,0,0,0,-
"Riptide, Lurker of the Deep","Kano, Dracai of Aether",0,0,0,0,-
